Radio Frequency,Azimuth,Angle Of Elevation,Ground_Truth
5409.821744,1.742770701,1.685140787,Emitter_2
5400,2,1.785496311,Emitter_2
5407.279902,1.533793351,1.619649702,Emitter_2
5403.408471,1.915438418,0.838503281,Noise
5410,1.52534536,1.774291686,Emitter_2
5406.535479,0.281039742,0.04292877,Emitter_1
5404.331197,1.500010281,1.840397604,Emitter_2
5400,1.644234303,1.522468102,Emitter_2
5400,1.630026294,2,Emitter_2
5405.966792,0.268403252,0.937692216,Noise
5400,2,1.791092849,Emitter_2
5400,1.380719298,1.772388439,Emitter_2
5400,1.95592316,1.869734946,Emitter_2
5400.390121,1.469284413,1.869844627,Emitter_2
5400,0.290826358,0,Emitter_1
5400,0.746725686,0.206845665,Emitter_1
5401.743215,1.740261906,1.85417737,Emitter_2
5403.695602,0.013787308,0,Emitter_1
5400,1.569222964,1.848509583,Emitter_2
5408.764481,1.130909157,0.752074781,Noise
5401.445328,0.806339149,0.626238846,Noise
5400,1.847068505,1.878502358,Emitter_2
5410,1.530482951,1.807121714,Emitter_2
5400,1.604362745,2,Emitter_2
5400,1.802804839,1.671053232,Emitter_2
5400,1.558071081,1.517201335,Emitter_2
5400,1.652416123,1.899606388,Emitter_2
5400.538888,2,1.901412791,Emitter_2
5404.626559,1.443342617,1.537286148,Emitter_2
5399.221401,1.734804736,1.632786534,Emitter_2
5410,1.969931808,1.482389259,Emitter_2
5400,2,1.527745062,Emitter_2
5400,1.661007209,2,Emitter_2
5401.841126,1.239537247,0.7767867,Noise
5409.999329,1.501376312,1.420107098,Emitter_2
5402.987778,0.432704903,0.49443073,Noise
5410,1.948460979,2,Emitter_2
5410.739069,2.027665196,1.889390919,Emitter_2
5400,1.981151474,1.917546868,Emitter_2
5410,0.435489044,0,Emitter_1
5405.453414,2,2,Emitter_2
5410,1.763548265,1.563032906,Emitter_2
5410,1.804964107,2,Emitter_2
5401.081206,1.94661051,0.067610567,Noise
5401.574642,1.794317822,1.075625177,Noise
5404.938317,1.549634699,1.726673353,Emitter_2
5400,1.884860337,2,Emitter_2
5400,1.910938766,1.698335356,Emitter_2
5401.745437,1.759277308,1.450942244,Emitter_2
5405.938464,1.836663575,1.700263399,Emitter_2
5400,1.720626885,1.949811496,Emitter_2
5410,1.749990515,1.462004279,Emitter_2
5406.295167,1.451475362,1.664834931,Emitter_2
5410,1.815629247,1.682833454,Emitter_2
5401.372391,1.871398589,1.999617622,Emitter_2
5408.940049,1.64437731,0.663468572,Noise
5400,1.962786862,1.428517223,Emitter_2
5400,1.795063479,1.526227621,Emitter_2
5400,1.518242388,2,Emitter_2
5407.067151,1.478737743,0.034601827,Noise
5400,1.812508204,1.728714956,Emitter_2
5400.945632,1.969115189,0.587154724,Noise
5403.218531,1.507107106,1.575031684,Emitter_2
5400,1.772065379,1.628938504,Emitter_2
5400,2,1.990116331,Emitter_2
5402.168968,0.22001472,0,Emitter_1
5400,1.698303354,1.658898625,Emitter_2
5400.663612,1.793578075,2,Emitter_2
5402.260931,1.771550964,1.538229441,Emitter_2
5400,0.520802959,0.285847894,Emitter_1
5407.36572,2,1.397355741,Emitter_2
5400,0.223555969,0,Emitter_1
5404.127342,1.755832422,1.721954816,Emitter_2
5410,1.914039049,2,Emitter_2
5400,1.772610566,1.558026618,Emitter_2
5409.880959,0.115335656,0,Emitter_1
5402.501297,1.182442159,0.972068967,Noise
5400,2,1.753927163,Emitter_2
5400,1.879878075,1.178491797,Emitter_2
5400,0.215817725,0,Emitter_1
5400,0.286213831,0.177795854,Emitter_1
5400,1.514139637,1.707647994,Emitter_2
5410,1.896963432,1.880291228,Emitter_2
5400,1.898119034,1.434072187,Emitter_2
5400,1.718769673,1.798237318,Emitter_2
5400,2,1.839388229,Emitter_2
5400,0.278887291,0,Emitter_1
5400,0.462457553,0,Emitter_1
5406.040582,1.771886916,1.631258419,Emitter_2
5408.469522,0.223550054,0.17045001,Emitter_1
5400,0.194446547,0.072400888,Emitter_1
5400.675806,1.880037243,2,Emitter_2
5400,1.641253822,1.931713983,Emitter_2
5400,0.191119682,0.078863008,Emitter_1
5410,1.589627028,2,Emitter_2
5400,1.643984975,1.584658526,Emitter_2
5405.40774,1.326982822,1.348713935,Noise
5400,0.329938557,0.062114771,Emitter_1
5400.731392,0.696320882,1.770150459,Noise
5408.370319,0.427321168,0.029030779,Emitter_1
5400,1.966497373,1.750080589,Emitter_2
5400.680463,1.823270758,1.392160487,Noise
5401.673119,1.715850909,1.622313604,Emitter_2
5410,1.653918097,1.962931751,Emitter_2
5400,0.465712081,0.184088512,Emitter_1
5400,0.418130843,0.276234151,Emitter_1
5405.300283,1.705640996,1.863441635,Emitter_2
5401.484625,0.183516234,0.568368112,Emitter_1
5410,1.859821135,1.912299841,Emitter_2
5409.369132,1.606612944,1.841296091,Emitter_2
5407.229917,1.809107455,1.809921753,Emitter_2
5410,1.437066112,1.713053419,Emitter_2
5400,0.401646986,0,Emitter_1
5408.066038,1.925654232,1.702456341,Emitter_2
5400,1.292407571,2,Emitter_2
5405.809461,1.954542976,1.731872572,Emitter_2
5400,2,2,Emitter_2
5410,1.726506803,1.624322716,Emitter_2
5410,1.618921067,1.835979554,Emitter_2
5403.079923,0.791449786,0.832929724,Noise
5408.65387,0.311701591,0.076855315,Emitter_1
5400.408431,0.225184751,0,Emitter_1
5400,1.556654023,1.819112863,Emitter_2
5400.703707,0.875962387,0.933415896,Noise
5400,0.319007573,0,Emitter_1
5400,0.290740454,0.011779988,Emitter_1
5400,1.761000339,1.679912732,Emitter_2
5400,1.698148387,1.619795737,Emitter_2
5406.833478,0.526388369,0.495020583,Noise
5400,1.74215697,1.764491007,Emitter_2
5401.159712,0.216177983,0.175986544,Emitter_1
5410,1.910480682,1.914935312,Emitter_2
5400,1.702783388,1.721465897,Emitter_2
5400,1.819724343,1.851508311,Emitter_2
5404.2637,1.162502008,0.18052526,Noise
5400,0.187789588,0,Emitter_1
5401.83409,1.284821834,1.667760133,Noise
5400,1.669822376,1.620368506,Emitter_2
5410,2,1.73472473,Emitter_2
5400,0.159127693,0.229948488,Emitter_1
5408.86986,1.479049599,1.70686666,Emitter_2
5407.91833,2,1.873986917,Emitter_2
5410,1.268815931,1.967592967,Emitter_2
5405.972871,1.224517084,1.155729978,Noise
5400,2,1.761337624,Emitter_2
5404.877118,1.94352236,1.75598984,Emitter_2
5400,1.857255645,1.735296809,Emitter_2
5408.789699,2,1.619204317,Emitter_2
5410,1.683064608,1.903701631,Emitter_2
5401.484255,1.672817674,1.504726797,Noise
5400,0,0.128625541,Emitter_1
5410,2,2,Emitter_2
5410,1.39127196,2,Emitter_2
5400,0.285499293,0,Emitter_1
5400,1.786360725,1.683923447,Emitter_2
5400,1.776796128,2,Emitter_2
5400,0.068120965,0.162832672,Emitter_1
5404.34002,1.755555602,1.919755465,Emitter_2
5400,0.426205812,0.042506076,Emitter_1
5410,1.47361786,2,Emitter_2
5400,2,1.915386222,Emitter_2
5400,1.680736012,1.730348381,Emitter_2
5410,0.020300969,0.193584536,Emitter_1
5410,2,2,Emitter_2
5407.796211,0.930640334,0.286171896,Noise
5400,1.634663147,1.930367844,Emitter_2
5408.51574,1.851530668,1.831992994,Emitter_2
5400,0.280332405,0,Emitter_1
5410,1.801826992,1.524583255,Emitter_2
5409.187881,1.792338904,2,Emitter_2
5410,1.864344026,1.841298849,Emitter_2
5400,1.712094503,1.477350033,Emitter_2
5401.341949,1.844705216,2,Emitter_2
5408.516857,1.916722517,2,Emitter_2
5400,1.960196967,2,Emitter_2
5404.876371,1.627945635,1.451056233,Emitter_2
5410,1.459601032,1.82429255,Emitter_2
5400,1.809595068,1.640103651,Emitter_2
5400,1.704992948,1.770775198,Emitter_2
5400,0.255715458,0.030326621,Emitter_1
5404.408575,1.554554598,2,Emitter_2
5407.394784,0.136036805,0.281936826,Emitter_1
5398.918524,1.982331179,1.635042048,Emitter_2
5400,0.535231212,0,Emitter_1
5401.709613,0.23918034,0,Emitter_1
5410,0,0.101120961,Emitter_1
5410,0.254097057,0,Emitter_1
5410,1.849505344,2,Emitter_2
5400,0.352516625,0,Emitter_1
5400,2,2,Emitter_2
5410,1.414851092,1.908723687,Emitter_2
5403.427066,1.194181052,1.645645039,Noise
5410,1.905669187,1.853577284,Emitter_2
5407.062781,1.90816708,1.937730531,Emitter_2
5408.579713,2,1.900656401,Emitter_2
5400.026747,0.292370392,0.211562301,Emitter_1
5403.20622,1.849754714,1.745476684,Emitter_2
5400,1.350766372,1.949143299,Emitter_2
5400,1.640522759,1.797749503,Emitter_2
5400,1.975631083,1.726201448,Emitter_2
5400.043709,0.722022788,1.287159552,Noise
5400,1.996194116,1.627202959,Emitter_2
5400,1.797883781,1.401601504,Emitter_2
5401.30099,0.791634516,0.352853641,Noise
5410,1.791718399,2,Emitter_2
5408.154289,1.787580864,1.609128461,Emitter_2
5408.838702,1.686955246,1.582884869,Emitter_2
5400,1.815120574,1.786587254,Emitter_2
5402.294846,2,1.823155019,Emitter_2
5400,1.412777854,1.823189147,Emitter_2
5405.249739,0.130644915,0,Emitter_1
5400,0.592614019,0.050600573,Emitter_1
5410,2,1.98731828,Emitter_2
5410,1.694925969,1.5126177,Emitter_2
5400,1.992144967,1.709246899,Emitter_2
5409.967682,1.821649185,1.813288464,Emitter_2
5407.41022,1.335414143,1.799569833,Emitter_2
5406.143824,0.316994791,0.008153045,Emitter_1
5400,1.474384506,1.697058576,Emitter_2
5400,1.686242207,1.513090037,Emitter_2
5400.059166,2,1.78458318,Emitter_2
5401.09849,1.548789348,0.923048188,Noise
5400.515697,1.983690672,1.94108432,Emitter_2
5400.394717,1.816261203,2,Emitter_2
5401.811299,1.521635091,0.784654011,Noise
5410,1.816876199,1.824176592,Emitter_2
5400,0,0,Emitter_1
5400,1.891325018,2,Emitter_2
5407.759151,1.558551204,1.774157232,Emitter_2
5405.859001,1.761182959,1.393409882,Emitter_2
5406.186172,2,2,Emitter_2
5409.860111,1.841230418,1.861411998,Emitter_2
5405.943156,1.896087617,1.709748375,Emitter_2
5400,1.846982755,1.585994425,Emitter_2
5400,1.829603314,1.490772588,Emitter_2
5400,1.723496003,1.755150033,Emitter_2
5409.409481,1.825445336,2,Emitter_2
5408.8881,0.579988532,0.128060071,Emitter_1
5407.897326,1.181572116,0.192757157,Noise
5400,0.363246798,0,Emitter_1
5400,1.985406263,1.563679587,Emitter_2
5400.827918,1.403112806,1.9618359,Emitter_2
5404.030019,1.12684324,1.506325377,Noise
5400,0.005944097,0,Emitter_1
5406.357024,1.967170686,0.129686645,Noise
5402.797185,0,0.341522102,Emitter_1
5400,0.368915867,0,Emitter_1
5400,0.046525804,0.379840283,Emitter_1
5400.368764,0.023708901,0,Emitter_1
5400,1.769966253,1.789199917,Emitter_2
5410,1.845751612,1.683824512,Emitter_2
5401.314476,1.605414615,1.354221534,Noise
5410,1.920565486,1.738029886,Emitter_2
5400,1.645119285,2,Emitter_2
5404.93446,2.284307073,1.701770374,Emitter_2
5400,1.706331504,1.727164199,Emitter_2
5401.044022,1.653859614,2,Emitter_2
5409.349593,2,2,Emitter_2
5400,0.627319555,0,Emitter_1
5400,0,0,Emitter_1
5400,0.363641693,0.058630474,Emitter_1
5400,0.430391401,0,Emitter_1
5400.251378,1.92020718,1.517978886,Emitter_2
5400.65339,1.588296201,2,Emitter_2
5400.341729,0.163242338,0,Emitter_1
5399.835439,0.368212174,-0.064127108,Emitter_1
5410,1.747774773,1.865412042,Emitter_2
5410,0.372138263,0,Emitter_1
5400,0.342802161,0.100295266,Emitter_1
5410,1.814546446,1.838709628,Emitter_2
5400,2,1.951954367,Emitter_2
5410,1.640177682,1.711235994,Emitter_2
5405.404156,1.850759549,2.115709627,Emitter_2
5400,0.292996224,0.054768435,Emitter_1
5400,2,1.783241894,Emitter_2
5400,0.219041808,0,Emitter_1
5402.347518,1.63454658,1.522339473,Noise
5408.164837,1.740410301,1.90492568,Emitter_2
5409.947314,1.815982453,1.804371651,Emitter_2
5407.11673,1.776002766,1.042444859,Noise
5400,1.550772722,1.821606435,Emitter_2
5409.098522,1.792256113,1.549538186,Noise
5400,1.5586313,1.558086118,Emitter_2
5400,2,1.781847062,Emitter_2
5410.105224,1.734953718,1.939305642,Emitter_2
5409.355209,0.994646186,1.761032187,Noise
5404.887133,1.955001557,2,Emitter_2
5410,1.879683178,1.969220535,Emitter_2
5407.98638,1.386122683,1.05404133,Noise
5410,1.950244964,2,Emitter_2
5400,1.837259702,1.543533417,Emitter_2
5400,1.802327795,2,Emitter_2
5403.283531,0.217977861,0.757228659,Noise
5406.87138,0.519631608,0,Emitter_1
5410,1.748926047,1.777032909,Emitter_2
5400,1.75097813,1.694991384,Emitter_2
5400,0.112248529,0.034297604,Emitter_1
5409.528929,0.141505491,0,Emitter_1
5400,1.711195214,1.59515202,Emitter_2
5400,1.815642731,1.692684972,Emitter_2
5403.681844,1.882758668,1.913316315,Emitter_2
5400,0.734463598,0,Emitter_1
5400,2,1.601300745,Emitter_2
5400,0,0.205314207,Emitter_1
5400,1.790309416,1.872193217,Emitter_2
5406.691802,1.732629114,1.745705253,Emitter_2
5400,1.792009422,1.892869856,Emitter_2
5410,1.881778268,2,Emitter_2
5407.873812,0.304480207,0.016920204,Emitter_1
5400,1.780161122,1.843726935,Emitter_2
5410,0.394813471,0,Emitter_1
5407.814596,1.614322685,0.935742691,Noise
5400,0.327852213,0.034460442,Emitter_1
5400.236682,0.13275711,0.222227771,Emitter_1
5400,1.400721929,1.745280734,Emitter_2
5402.194791,1.646620319,1.943360083,Emitter_2
5401.200032,0.012457463,1.423777323,Noise
5400,1.84587997,1.924386125,Emitter_2
5401.628123,1.783025119,2,Emitter_2
5400,2,1.566126372,Emitter_2
5402.774499,0.057861513,0.022206387,Emitter_1
5400,0.600929715,0,Emitter_1
5410,1.756155199,1.785937752,Emitter_2
5408.595653,0.365161059,0.226396146,Noise
5400,0.31245089,0,Emitter_1
5408.9461,1.913508673,0.700472632,Noise
5410,0.201434437,0.180590489,Emitter_1
5400,0.100536654,0,Emitter_1
5400,1.585351796,1.85266038,Emitter_2
5400,1.56514733,2,Emitter_2
5408.40954,0.385482785,0.144133146,Emitter_1
5403.11802,1.146688304,1.826385836,Noise
5404.556675,1.685844528,1.669776673,Emitter_2
5410,0.040275239,0.004339431,Emitter_1
5403.099115,0.484489921,0.017888423,Emitter_1
5407.090631,0.213000006,0.191169328,Emitter_1
5400,0.418836039,0,Emitter_1
5400,1.92940742,1.901219412,Emitter_2
5400,1.99094355,1.98027823,Emitter_2
5400,1.612823076,1.862572996,Emitter_2
5410,1.809824975,1.676206466,Emitter_2
5410,2,1.998444859,Emitter_2
5409.177651,0.431369152,0.343466658,Emitter_1
5400,1.624168552,1.85490861,Emitter_2
5400,0.385190376,0.148988859,Emitter_1
5400,1.879029134,1.935223348,Emitter_2
5410,1.899305145,1.67974681,Emitter_2
5404.017387,0.32966086,0,Emitter_1
5400.552522,0.206167682,0,Emitter_1
5403.66111,2,1.875692617,Emitter_2
5400.025494,1.920301962,1.836260898,Emitter_2
5400.398442,1.697946828,1.347617104,Noise
5410,0.623537171,0,Emitter_1
5401.106175,1.775385352,1.940958933,Emitter_2
5409.138505,1.743223715,1.604169619,Emitter_2
5410,2,1.850748819,Emitter_2
5400,1.809435102,1.862533728,Emitter_2
5404.259603,1.78052908,1.47764805,Emitter_2
5400,2,1.689801325,Emitter_2
5406.915543,1.995729519,1.853383533,Emitter_2
5400,2,1.394204092,Emitter_2
5400,1.571012663,1.881070536,Emitter_2
5400,1.840902264,1.775328975,Emitter_2
5400.864507,1.225552905,1.87722306,Noise
5402.742938,0.14811485,0,Emitter_1
5400,1.911879555,1.56504661,Emitter_2
5410,0.404883396,0,Emitter_1
5400,2,1.697677887,Emitter_2
5402.921708,1.228228887,1.420932018,Noise
5403.417211,1.745776301,1.552633061,Emitter_2
5403.93772,0.231754698,0,Emitter_1
5400,1.510688154,1.778039553,Emitter_2
5407.357603,1.820531928,2,Emitter_2
5403.868666,1.976222645,1.54738525,Emitter_2
5402.460505,0.970917768,1.50733428,Noise
5400,1.681708767,1.637617701,Emitter_2
5402.31427,1.306093988,0.428877311,Noise
5410,1.814555895,1.41662589,Emitter_2
5408.240513,1.067890262,1.89605867,Noise
5401.870313,1.519653785,1.555084246,Emitter_2
5400,0.378779456,0.067755287,Emitter_1
5400,0.140560661,0.068908566,Emitter_1
5403.48818,1.571352547,1.045134564,Noise
5401.958536,0.677865084,0.127641617,Noise
5400,2,1.860549098,Emitter_2
5410,0.131447873,0.171242041,Emitter_1
5410,1.77382269,1.736518748,Emitter_2
5410,1.647218003,1.858574559,Emitter_2
5410,1.633188853,1.739666603,Emitter_2
5403.843501,1.655752964,1.454165311,Emitter_2
5404.840686,1.82489453,1.989393957,Emitter_2
5404.525824,1.683055684,1.526113061,Emitter_2
5400.284369,1.979271817,1.769265536,Emitter_2
5410,2,1.762785664,Emitter_2
5402.950724,1.180026968,1.553475344,Noise
5410,0.283342894,0.030422145,Emitter_1
5400,1.744967064,1.768482432,Emitter_2
5408.769241,1.495483111,2,Emitter_2
5404.951666,0,0,Emitter_1
5400,1.25110906,1.443070079,Emitter_2
5404.087244,0.989866808,0.477225283,Noise
5400,0.478204548,0.048938773,Emitter_1
5402.33124,1.780891415,1.605773239,Emitter_2
5400.450704,1.973141497,1.912064483,Emitter_2
5410,0.416067631,0.249495202,Emitter_1
5410,1.858703211,1.642750939,Emitter_2
5408.873037,1.833038829,1.366112206,Emitter_2
5400,1.962795044,1.961185731,Emitter_2
5400,2,1.978385184,Emitter_2
5410,2,1.722211864,Emitter_2
5400,1.591248808,2,Emitter_2
5400,1.722733993,1.702012192,Emitter_2
5403.660428,1.81382075,2,Emitter_2
5407.587967,0.259419123,0.122448779,Emitter_1
5403.668636,0.730501928,1.399230529,Noise
5400,0.473095635,0.135199207,Emitter_1
5408.150301,0.408112859,1.599893296,Noise
5401.991451,0.452399175,0,Emitter_1
5400,1.736500732,1.967251006,Emitter_2
5399.223549,1.791100973,1.837630399,Emitter_2
5401.369431,1.95215775,1.80939048,Emitter_2
5407.894921,1.954740765,1.969054591,Emitter_2
5401.123337,0.426776613,0,Emitter_1
5400,0.102251424,0,Emitter_1
5409.887601,0.555436328,0.099926794,Emitter_1
5408.738607,1.496693541,1.803649572,Emitter_2
5404.651842,1.79443872,1.970444219,Emitter_2
5400,0.387494605,0.173877373,Emitter_1
5400,1.776484911,1.64668731,Emitter_2
5400.512402,1.344926061,0.619575648,Noise
5410,1.75788512,1.945173801,Emitter_2
5410,2,1.466225362,Emitter_2
5409.47355,1.529862083,1.715984886,Emitter_2
5400.727922,1.827477667,1.477772751,Emitter_2
5409.841804,0.512129035,0,Emitter_1
5400,1.715727297,1.451671084,Emitter_2
5410,0,0.158015955,Emitter_1
5410,1.822628323,1.594759495,Emitter_2
5400,1.872785262,2,Emitter_2
5401.653313,1.880890937,2,Emitter_2
5400,0.424819658,0.151937662,Emitter_1
5400,1.893184045,1.950782921,Emitter_2
5400,1.704104643,1.652181657,Emitter_2
5410,0.676006687,0,Emitter_1
5408.546442,2,1.675498091,Emitter_2
5406.573036,0.332956233,0.020019448,Emitter_1
5400,1.621196689,2,Emitter_2
5397.552082,1.890067314,1.889785791,Emitter_2
5402.72323,1.768893275,1.894139058,Emitter_2
5400,1.61393813,1.860528564,Emitter_2
5400,1.626681272,1.810295466,Emitter_2
5400,0.549396063,0.092576202,Emitter_1
5400.834282,0.516876846,0.158430897,Emitter_1
5409.184022,0.271095254,1.221556431,Noise
5400,1.666254667,1.678889599,Emitter_2
5400.130282,2,1.584023937,Emitter_2
5404.835309,0.946296222,0.739493065,Noise
5410,1.603841341,2,Emitter_2
5406.610259,1.787873315,1.48961411,Emitter_2
5400,1.843636179,1.629588535,Emitter_2
5410,1.913065642,1.808830527,Emitter_2
5400,1.784547728,1.732781676,Emitter_2
5405.160577,1.612760775,2,Emitter_2
5410,1.891503015,1.660508443,Emitter_2
5400,0.16146846,0.318044111,Emitter_1
5406.370343,0.320726088,0.156126304,Emitter_1
5408.624144,0.706949015,0.945607637,Noise
5410,1.836639122,1.590551379,Emitter_2
5400.603108,1.476298996,1.918033191,Emitter_2
5400,0.541527132,0,Emitter_1
5409.306252,1.914510559,2,Emitter_2
5403.915333,1.798137309,1.451646546,Emitter_2
5400,2,1.742803582,Emitter_2
5400.995286,1.472456621,1.669684317,Emitter_2
5403.444726,1.874098012,1.718314693,Emitter_2
5400.242348,1.89713971,1.644810841,Emitter_2
5400,1.566117725,1.482230035,Emitter_2
5410,1.886853745,1.480399077,Emitter_2
5409.193213,1.545288743,1.885448127,Noise
5400.289836,1.931449987,2,Emitter_2
5406.570297,1.757126351,1.722938257,Emitter_2
5410,1.492974647,1.692434853,Emitter_2
5400,0.341000601,0,Emitter_1
5410,0.246168528,0.478239771,Emitter_1
5401.08963,1.732532026,1.769312177,Emitter_2
5400,0.167585401,0.163877372,Emitter_1
5400,0.289023181,0.124875488,Emitter_1
5400.542912,1.605208239,1.482478906,Emitter_2
5400,0.089598075,0,Emitter_1
5400,0.383758135,0,Emitter_1
5406.810828,0.986723607,1.694801367,Noise
5405.155749,1.09326507,0.99447143,Noise
5404.527212,0.382655119,0.45244097,Noise
5400,1.676926693,1.840480772,Emitter_2
5400,0,0.092256453,Emitter_1
5406.602278,0.163384897,0.983834336,Noise
5408.402433,1.573576904,2,Emitter_2
5403.832579,1.637741589,1.322509651,Emitter_2
5400,1.522647001,2,Emitter_2
5400,1.59681783,1.660803286,Emitter_2
5400,0.051688094,0.030840905,Emitter_1
5400,1.882011806,1.311879284,Emitter_2
5405.056308,1.795984699,2,Emitter_2
5408.440956,0.380494695,0.094552837,Noise
5409.696176,1.453865511,1.9462959,Emitter_2
5400,1.809585558,1.945951899,Emitter_2
5405.434653,1.969221089,1.743897649,Emitter_2
5400,1.813141104,2,Emitter_2
5400,1.404103723,1.679259666,Emitter_2
5408.119641,1.96624343,1.652537355,Noise
5400,1.6795541,1.818716512,Emitter_2
5404.298454,0.422800857,0.029725877,Emitter_1
5400,1.960687293,1.578736725,Emitter_2
5400,2,1.431977641,Emitter_2
5400.488974,1.114419277,0.443358027,Noise
5410,1.886166881,1.754948234,Emitter_2
5400,1.427101481,1.596316991,Emitter_2
5403.831894,1.353037834,1.562884441,Noise
5407.897616,1.633771289,2,Emitter_2
5407.175327,0.111981437,0,Emitter_1
5401.981403,1.007917162,1.558318446,Noise
5400,0.421437044,0,Emitter_1
5410,2,1.777834509,Emitter_2
5400,0.481432997,0.040617027,Emitter_1
5409.419124,0.206404708,0.984262913,Noise
5400,1.754232104,1.882796602,Emitter_2
5406.369661,0.262144506,0.533828516,Noise
5400.53175,1.990075417,1.173506957,Noise
5400,1.849031163,2,Emitter_2
5400,1.921063471,1.635521099,Emitter_2
5400,2,1.542856428,Emitter_2
5400,2,1.827072604,Emitter_2
5410,0.268545139,0,Emitter_1
5402.101659,1.45821063,0.28274039,Noise
5407.702194,1.485399129,1.843341017,Emitter_2
